transfer_id,sender_account,receiver_account,amount,timestamp,fan_out_degree,fan_in_degree,transit_velocity_sec,amount_layering_ratio,shared_device_cluster,account_dormancy_score,is_fraud,attack_id,variant_id,variant_name,hop_level
TRX-063C66,ACC-25485,ACC-12336,28.19,2026-08-06T05:34:04.471048,0.2754,0.0793,0.1193,0.0837,0,0.0396,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-096BA4,ACC-88931,ACC-76672,41.99,2026-08-17T11:12:54.830397,0.02,0.0896,0.3,0.1884,0,0.2345,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-02ACC2,ACC-38141,ACC-73888,67.19,2026-08-02T15:35:06.892544,0.2201,0.1252,0.0574,0.0965,0,0.2167,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0F0FE0,DORMANT-ACC-78447,MULE-MSTR-799,9930.09,2026-08-08T08:02:20,0.4124,0.4047,0.6539,0.8122,0,0.7549,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-0C5388,ACC-43160,ACC-32005,9.39,2026-08-02T09:24:44.946782,0.1243,0.1576,0.2799,0.2611,0,0.1715,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-032FD5,ACC-90578,ACC-99087,54.61,2026-08-03T22:18:05.367984,0.0308,0.1687,0.1929,0.0903,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-02863F,ACC-13696,ACC-64028,131.89,2026-08-04T23:02:07.605494,0.2644,0.1077,0.2236,0.128,0,0.1028,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B94ED,ACC-22015,ACC-81907,35.04,2026-08-03T05:59:52.895666,0.1901,0.0745,0.1236,0.1233,0,0.031,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-094926,ACC-96416,ACC-15439,121.42,2026-08-22T15:49:48.612261,0.1271,0.0622,0.0447,0.1425,0,0.0747,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B2B07,ACC-83822,ACC-38141,18.83,2026-08-06T15:17:47.303396,0.1416,0.1422,0.1411,0.0916,0,0.1087,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03B518,ACC-99812,ACC-89714,136.99,2026-08-01T15:22:58.130647,0.0879,0.0963,0.1138,0.0547,0,0.0631,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07726F,DORMANT-ACC-32198,MULE-MSTR-196,12040.67,2026-08-19T21:08:39,0.4386,0.4458,0.6321,0.7734,1,0.7025,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-0A4312,VICTIM-3776,MULE-MSTR-181,17438.8,2026-08-27T09:41:17,0.4243,0.2828,0.6625,0.932,1,0.3103,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-0953B9,ACC-18472,ACC-34087,6.7,2026-08-06T09:43:05.822530,0.3497,0.2106,0.2297,0.0434,0,0.1973,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03D03F,ACC-66276,ACC-33821,26.46,2026-08-12T21:56:19.734469,0.1632,0.0396,0.1006,0.0574,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0657DB,ACC-11622,ACC-16971,33.35,2026-08-20T10:43:16.808057,0.2852,0.2286,0.3,0.2669,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0EA312,ACC-85932,ACC-12573,7.95,2026-08-04T07:25:16.647649,0.1247,0.2418,0.1265,0.0878,0,0.1568,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AF2F6,ACC-55002,ACC-51235,100.09,2026-08-14T04:12:07.418048,0.2148,0.0694,0.3,0.0584,0,0.0895,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0368DC,ACC-10301,ACC-97263,262.0,2026-08-10T09:23:31.761985,0.35,0.1789,0.0342,0.0466,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-036191,ACC-81910,ACC-65230,58.05,2026-08-02T17:17:17.361381,0.2431,0.1995,0.1532,0.0727,0,0.2629,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-083586,ACC-20382,ACC-62329,275.09,2026-08-25T18:41:14.658294,0.1637,0.1208,0.2566,0.35,0,0.1425,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A1B60,ACC-86090,ACC-83997,72.75,2026-08-21T03:17:42.715276,0.102,0.1753,0.1647,0.2526,0,0.1357,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-02AC2B,VICTIM-7251,MULE-MSTR-116,15660.7,2026-08-28T13:00:59,0.4492,0.2561,0.8655,0.8675,0,0.2138,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-0A6FC1,ACC-44610,ACC-71049,30.47,2026-08-20T21:40:29.961873,0.0726,0.1856,0.3,0.087,0,0.252,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-04B56B,ACC-61474,ACC-72438,70.62,2026-08-17T02:06:45.408849,0.2312,0.0981,0.0358,0.1099,0,0.1785,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0524A4,ACC-13236,ACC-77641,19.82,2026-08-10T11:26:58.565497,0.3454,0.35,0.2632,0.2046,0,0.0305,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D899F,VICTIM-6943,MULE-MSTR-688,15280.99,2026-08-07T17:44:08,0.3849,0.2746,0.6275,0.7453,0,0.3576,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-06D089,ACC-60300,ACC-34472,30.68,2026-08-02T12:19:06.295646,0.1846,0.246,0.2109,0.052,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0EF77A,MULE-WRK-8639,MULE-MSTR-723,5256.74,2026-08-03T07:51:12,0.203,0.99,0.7516,0.8497,1,0.2141,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-01D3B6,ACC-44620,ACC-46395,61.09,2026-08-02T22:00:39.177296,0.1809,0.1635,0.01,0.0046,0,0.1579,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D1B4D,DORMANT-ACC-87739,MULE-MSTR-281,11172.17,2026-08-26T06:23:19,0.3626,0.4107,0.4487,0.7526,0,0.6413,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-079085,ACC-12454,ACC-56514,21.11,2026-08-02T10:13:12.715598,0.0362,0.112,0.1071,0.0538,0,0.0988,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CE7C6,ACC-97833,ACC-31778,41.88,2026-08-07T16:41:53.975746,0.0963,0.2038,0.2743,0.1015,0,0.1175,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-075854,VICTIM-1010,MULE-WRK-6656,1395.54,2026-08-28T05:57:18,0.8508,0.1788,0.5854,0.7174,1,0.2899,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-0D4696,ACC-58447,ACC-86589,55.81,2026-08-15T01:13:33.879988,0.35,0.35,0.1415,0.35,0,0.1665,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07E7E7,ACC-72752,ACC-49504,14.48,2026-08-07T04:40:15.952888,0.1019,0.236,0.3,0.35,0,0.0528,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-069414,ACC-28752,ACC-85039,133.71,2026-08-11T09:31:25.680494,0.0802,0.0973,0.3,0.3431,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0DFC93,ACC-72812,ACC-98464,28.98,2026-08-02T15:50:14.692448,0.1733,0.2194,0.1839,0.1882,0,0.1594,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A3102,VICTIM-7158,MULE-MSTR-905,14370.6,2026-08-18T12:24:43,0.3155,0.152,0.7311,0.8883,1,0.5075,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-02D140,VICTIM-6302,MULE-WRK-1025,1628.35,2026-08-09T00:13:18,0.5642,0.1825,0.4868,0.6749,1,0.2197,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-081598,ACC-71049,ACC-17906,26.41,2026-08-20T18:15:42.248383,0.0839,0.2165,0.258,0.1932,0,0.0823,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-06BDC5,ACC-19268,ACC-56002,9.21,2026-08-13T06:20:18.598158,0.35,0.35,0.01,0.0383,0,0.0719,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-022AF5,ACC-10781,ACC-29963,180.61,2026-08-11T14:59:08.881886,0.0759,0.1891,0.1555,0.3496,1,0.2151,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0517EB,ACC-97163,ACC-76634,19.36,2026-08-16T12:28:09.024212,0.1513,0.2161,0.2131,0.0397,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B5FB8,VICTIM-8847,MULE-MSTR-181,12695.64,2026-08-28T22:36:16,0.3701,0.2478,0.6252,0.7062,1,0.2972,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-020BA8,ACC-24489,ACC-26241,23.11,2026-08-16T19:35:08.631397,0.1079,0.141,0.21,0.2489,0,0.2168,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AC7D9,VICTIM-6745,MULE-MSTR-905,10730.42,2026-08-23T05:19:39,0.317,0.1834,0.6559,0.9363,1,0.2107,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-0CE407,ACC-35372,ACC-71330,271.53,2026-08-19T19:22:28.771341,0.35,0.0898,0.3,0.1304,0,0.2112,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0BE599,ACC-54857,ACC-59067,20.44,2026-08-07T10:17:26.884424,0.0998,0.3338,0.0545,0.1165,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-034972,VICTIM-8576,MULE-WRK-8650,847.59,2026-08-17T19:56:13,0.871,0.288,0.5443,0.6888,0,0.1473,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-03589D,ACC-34519,ACC-77728,67.56,2026-08-25T19:39:06.150016,0.024,0.2969,0.1806,0.0016,0,0.0609,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E28A7,ACC-20225,ACC-30337,52.74,2026-08-09T14:12:18.206374,0.1419,0.04,0.2923,0.1565,0,0.1159,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-08851A,ACC-88859,ACC-99822,7.18,2026-08-10T00:05:27.630732,0.02,0.0896,0.3,0.1194,0,0.1542,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03A72C,ACC-55379,ACC-27850,128.3,2026-08-13T23:51:42.045544,0.206,0.0385,0.201,0.1884,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-01C85E,ACC-23918,ACC-47481,138.76,2026-08-16T13:16:42.060338,0.2124,0.1711,0.1673,0.0502,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0ACB54,ACC-83445,ACC-92152,10.96,2026-08-23T20:43:31.309590,0.1232,0.1484,0.1643,0.0741,0,0.0752,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-031DCE,ACC-24571,ACC-23140,93.49,2026-08-26T18:18:06.973582,0.1134,0.2102,0.245,0.058,0,0.2784,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AD7B9,ACC-55096,ACC-79042,265.73,2026-08-26T15:30:19.168508,0.1196,0.1928,0.2635,0.1017,0,0.1138,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07982B,VICTIM-6578,MULE-MSTR-116,10170.18,2026-08-16T04:09:57,0.4404,0.2354,0.9009,0.9193,1,0.3683,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-08F04F,ACC-25338,ACC-73530,14.25,2026-08-24T20:32:41.560260,0.1583,0.3103,0.1513,0.1194,0,0.2037,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B1F46,ACC-67906,ACC-21174,46.5,2026-08-17T05:43:57.209846,0.2157,0.2575,0.0585,0.0265,0,0.1658,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-083E6D,ACC-64869,ACC-32116,45.89,2026-08-05T12:46:12.992413,0.0326,0.0461,0.3,0.2176,0,0.0158,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CE514,ACC-71944,ACC-10956,106.09,2026-08-03T14:33:02.207235,0.1196,0.1638,0.1466,0.1271,0,0.2212,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0ED6B0,ACC-74789,ACC-97046,52.25,2026-08-06T11:54:06.992264,0.2162,0.1347,0.2049,0.0633,0,0.1409,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-01E5BC,ACC-12539,ACC-55603,41.62,2026-08-07T18:28:19.883051,0.1814,0.1117,0.125,0.0706,0,0.0916,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-062911,ACC-54864,ACC-57684,666.75,2026-08-09T11:42:05.334716,0.1327,0.191,0.2017,0.0748,0,0.041,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CC195,MULE-WRK-9305,MULE-MSTR-799,4543.22,2026-08-23T18:09:20,0.2381,0.9117,0.6318,0.9327,1,0.1707,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-04580C,ACC-42635,ACC-21745,13.44,2026-08-11T09:14:33.884194,0.0826,0.35,0.126,0.0537,0,0.1029,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0333A5,ACC-70921,ACC-13754,128.6,2026-08-07T20:37:40.965595,0.0228,0.2914,0.01,0.0794,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A0CF3,ACC-53949,ACC-78926,31.68,2026-08-10T01:12:40.633975,0.1925,0.226,0.1606,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0419BF,ACC-36421,ACC-71588,78.69,2026-08-10T06:55:39.006225,0.35,0.35,0.0855,0.239,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-08C72A,ACC-35879,ACC-81774,71.83,2026-08-03T05:25:51.405505,0.0422,0.1296,0.3,0.1637,0,0.0277,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03F6F3,ACC-59377,ACC-24397,19.2,2026-08-03T22:42:19.516154,0.0736,0.1518,0.0853,0.1861,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-082D79,ACC-53919,ACC-75160,48.01,2026-08-26T15:14:11.870216,0.2024,0.02,0.113,0.2868,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0DFDC9,ACC-81126,ACC-69353,19.68,2026-08-08T16:39:22.029189,0.1525,0.0777,0.103,0.35,0,0.0333,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-09209E,ACC-71440,ACC-35351,48.29,2026-08-24T01:47:50.231289,0.1376,0.35,0.0863,0.2948,0,0.065,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-020FC7,ACC-75095,ACC-35945,30.62,2026-08-04T11:06:45.680650,0.02,0.35,0.3,0.35,0,0.1141,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E3581,DORMANT-ACC-54783,MULE-MSTR-391,4050.52,2026-08-05T13:21:18,0.426,0.3706,0.4828,0.8263,1,0.7664,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-09498B,ACC-78385,ACC-62249,14.25,2026-08-24T07:45:06.390510,0.241,0.2339,0.0259,0.3043,0,0.0948,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C87AB,ACC-93879,ACC-59153,68.97,2026-08-29T13:23:28.330412,0.35,0.2215,0.123,0.2221,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AF58E,DORMANT-ACC-96874,MULE-MSTR-879,4086.97,2026-08-01T20:57:54,0.3366,0.2984,0.6337,0.777,0,0.8892,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-03B6CD,ACC-15906,ACC-74041,54.73,2026-08-09T21:44:57.395546,0.1042,0.2337,0.0715,0.1189,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C87B5,ACC-22999,ACC-31447,58.16,2026-08-22T12:35:26.900661,0.0632,0.02,0.1873,0.0501,0,0.1154,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A8EDE,ACC-76412,ACC-86242,25.48,2026-08-21T01:17:10.054760,0.397,0.4165,0.3292,0.3257,0,0.2092,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05CC1A,ACC-76155,ACC-69207,14.87,2026-08-05T06:21:34.013338,0.0498,0.1907,0.176,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-09251D,ACC-80194,ACC-40620,274.41,2026-08-10T01:40:27.384017,0.1757,0.1324,0.214,0.2862,0,0.0494,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0767E2,ACC-74484,ACC-78703,19.63,2026-08-22T05:01:26.456311,0.35,0.02,0.243,0.0936,0,0.2719,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0BB118,ACC-28601,ACC-32700,104.17,2026-08-18T02:11:20.751463,0.1429,0.1597,0.3,0.35,0,0.02,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-057FFC,ACC-35051,ACC-19865,80.08,2026-08-03T05:11:09.298103,0.184,0.2849,0.3,0.35,0,0.0172,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-02CE69,ACC-37213,ACC-59416,107.08,2026-08-20T12:23:32.899365,0.157,0.35,0.2801,0.2154,0,0.0807,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-095B91,ACC-82541,ACC-95867,74.25,2026-08-06T19:43:47.847031,0.1333,0.1234,0.188,0.0822,0,0.1285,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-035594,MULE-WRK-8549,MULE-MSTR-392,4524.64,2026-08-09T05:16:59,0.2582,0.7202,0.7107,0.7461,0,0.2906,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-0985C1,ACC-17531,ACC-36943,70.62,2026-08-08T15:30:38.025889,0.02,0.1476,0.195,0.35,0,0.2133,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CA7C0,ACC-85993,ACC-40080,21.8,2026-08-02T19:42:40.693381,0.3041,0.2405,0.1923,0.0271,0,0.1378,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-06C138,ACC-68141,ACC-84218,224.96,2026-08-11T06:16:40.387248,0.0818,0.0753,0.0705,0.0181,0,0.0977,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05562B,ACC-40841,ACC-41585,53.97,2026-08-09T16:14:09.967751,0.1655,0.0469,0.1766,0.0945,0,0.1081,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C6E20,ACC-41705,ACC-97833,58.55,2026-08-25T20:07:33.240049,0.1651,0.1742,0.1368,0.3289,0,0.0723,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05C2B9,ACC-90219,ACC-64748,39.86,2026-08-12T12:52:30.910109,0.2198,0.1055,0.1791,0.2653,0,0.0198,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-08D886,ACC-27429,ACC-32671,14.36,2026-08-05T21:01:02.614288,0.1258,0.1141,0.124,0.0181,0,0.2279,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-048C93,ACC-48088,ACC-37810,108.84,2026-08-09T07:35:17.691944,0.35,0.1345,0.0304,0.1218,0,0.242,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AAA88,ACC-33196,ACC-80835,13.9,2026-08-14T06:34:44.465369,0.14,0.2051,0.2658,0.3121,0,0.1334,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0F22A7,MULE-WRK-1706,MULE-MSTR-879,7957.11,2026-08-07T05:11:58,0.2297,0.8002,0.7331,0.8147,0,0.2435,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-09275C,ACC-53934,ACC-26389,17.53,2026-08-01T16:07:21.309374,0.1039,0.35,0.0685,0.3115,0,0.0664,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0ACB72,ACC-92205,ACC-33429,86.47,2026-08-28T00:21:35.633794,0.0492,0.1446,0.1668,0.03,1,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B8661,VICTIM-8999,MULE-MSTR-905,11434.27,2026-08-27T13:05:32,0.2713,0.1374,0.7062,0.8969,1,0.3332,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-07B873,ACC-36962,ACC-33499,70.42,2026-08-01T18:11:59.053542,0.0278,0.054,0.01,0.0473,0,0.1467,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-078586,ACC-21555,ACC-61501,770.0,2026-08-09T03:48:20.281029,0.0979,0.0491,0.1183,0.35,0,0.01,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-038933,ACC-86743,ACC-81354,20.17,2026-08-06T12:17:31.654157,0.214,0.0748,0.0484,0.35,0,0.1829,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-08977D,ACC-79519,ACC-95150,18.59,2026-08-01T08:42:29.991010,0.1291,0.1689,0.076,0.35,0,0.0193,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0382E2,ACC-15355,ACC-19865,107.86,2026-08-02T07:29:15.397089,0.2682,0.1467,0.1306,0.017,0,0.0787,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D8D15,ACC-74881,ACC-12050,209.75,2026-08-03T10:48:02.938273,0.0307,0.1668,0.1392,0.0802,0,0.1715,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E5BEE,ACC-21344,ACC-59429,137.69,2026-08-06T07:12:26.887189,0.1304,0.0397,0.2789,0.1083,0,0.1843,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-088AB4,ACC-27014,ACC-75417,132.92,2026-08-01T19:56:14.932343,0.1176,0.1669,0.164,0.1602,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-08DE89,ACC-89063,ACC-94703,66.3,2026-08-12T21:23:00.170780,0.3379,0.1601,0.1225,0.3082,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-032C84,ACC-86917,ACC-87709,8.87,2026-08-25T20:16:45.008231,0.2365,0.0878,0.1495,0.1529,0,0.1536,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D5300,ACC-69399,ACC-93276,23.33,2026-08-16T21:40:19.326155,0.2578,0.3089,0.1305,0.2991,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-062348,ACC-92870,ACC-97983,31.8,2026-08-11T22:01:17.918110,0.1899,0.276,0.133,0.1219,0,0.2291,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E8265,ACC-74881,ACC-55033,119.94,2026-08-09T13:39:51.000792,0.02,0.1617,0.3,0.0448,0,0.0218,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D0CA0,ACC-67716,ACC-63394,377.68,2026-08-13T19:58:11.103713,0.0982,0.35,0.1721,0.0153,0,0.1334,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-02F327,ACC-49986,ACC-95067,9.7,2026-08-05T12:03:29.783037,0.061,0.1903,0.1741,0.0976,0,0.1557,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CF07F,ACC-28888,ACC-11381,284.34,2026-08-08T11:11:04.341451,0.1298,0.2884,0.1253,0.1971,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05CFCA,VICTIM-9728,MULE-WRK-6046,1046.69,2026-08-26T19:48:45,0.8105,0.2461,0.5152,0.839,0,0.2285,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-049F2C,ACC-84069,ACC-17083,57.75,2026-08-03T16:50:22.036196,0.0599,0.2258,0.1759,0.1533,0,0.01,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A54EA,ACC-51627,ACC-12911,81.14,2026-08-31T03:29:31.291138,0.1399,0.2508,0.2415,0.35,0,0.1152,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A6AA1,ACC-68954,ACC-31754,38.16,2026-08-14T16:36:35.650651,0.5314,0.3563,0.262,0.3727,0,0.2192,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05CC29,ACC-76677,ACC-18711,12.1,2026-08-11T20:29:25.974079,0.35,0.2128,0.094,0.0662,0,0.0318,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0654BC,ACC-73133,ACC-91244,583.25,2026-08-17T14:58:23.451850,0.0314,0.35,0.0557,0.209,0,0.1961,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0985AE,ACC-30567,ACC-18680,5.0,2026-08-01T12:28:35.492041,0.078,0.3315,0.0147,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-044B7D,ACC-46674,ACC-80119,40.08,2026-08-08T15:33:04.247854,0.02,0.2042,0.1043,0.0227,0,0.1668,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-043A2A,ACC-85304,ACC-53125,20.19,2026-08-19T05:32:25.040747,0.3042,0.1046,0.3,0.35,0,0.2548,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03489A,DORMANT-ACC-69503,MULE-MSTR-116,5712.23,2026-08-05T00:42:31,0.3488,0.4197,0.4955,0.8245,0,0.9281,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-0505BC,ACC-61885,ACC-48244,616.44,2026-08-26T04:16:58.442834,0.35,0.2768,0.0821,0.1035,0,0.0263,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0669B5,ACC-28070,ACC-38625,81.11,2026-08-05T04:08:19.526791,0.0866,0.35,0.2538,0.2703,0,0.1769,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0F32E7,ACC-34285,ACC-99480,168.03,2026-08-02T19:52:28.587517,0.2148,0.203,0.1714,0.1321,0,0.2209,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-09AFFE,ACC-11431,ACC-46060,184.95,2026-08-26T09:13:06.908955,0.1632,0.2164,0.2015,0.0407,0,0.1165,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
